Report generated on January 2022.
Detailed sales data for year 2021.


ID	Order ID	Customer Name	State	Region-Rep	Product	Category	Quarter	Numeral	Order Date	Shipped Date	Quantity	Price	Total Sales
400	3296	Raleigh's	SD	Midwest-Alvarez	Bluetooth speaker	Audio-Video	Quarter 2	Second	6/23/2021	6/24/2021	9	$154.95	"$1,425.54"
325	3297	Bettendorf's	NE	Midwest-Alvarez	Camera	Cameras and Phones	Quarter 2	Second	6/12/2021	6/12/2021	22	$299.00	"$6,518.20"
54	3298	Coconut's	IL	Midwest-Tucker	Camera	Cameras and Phones	Quarter 1	First	3/7/2021	3/10/2021	10	$299.00	"$3,049.80"
1648	3299	Greene City BBQ Kitchen	CA	West-Reyes	Tablet computer	Computers	Quarter 1	First	3/15/2021	3/20/2021	21	$325.00	"$6,890.00"
776	3300	Rite Solution	NY	Northeast-Price	Camera	Cameras and Phones	Quarter 3	Third	8/3/2021	8/8/2021	15	$299.00	"$4,604.60"
647	3301	Fuller & Ackerman Publishing	ME	Northeast-Price	Laptop	Computers	Quarter 4	Fourth	10/7/2021	10/11/2021	7	$329.25	"$2,337.68"
1316	3302	Bit by Bit Fitness	SC	Southeast-Oliver	Camera	Cameras and Phones	Quarter 2	Second	5/2/2021	5/2/2021	20	$299.00	"$5,980.00"
242	3303	Smitty's Marketplace	MO	Midwest-Tucker	Video game console	Game Consoles	Quarter 3	Third	7/27/2021	8/2/2021	10	$349.00	"$3,524.90"
1649	3304	Music Plus	CA	West-Reyes	Video game console	Game Consoles	Quarter 1	First	3/31/2021	4/1/2021	8	$349.00	"$2,826.90"
1911	3305	Knox Lumber	UT	West-Reyes	Laptop	Computers	Quarter 2	Second	4/20/2021	4/22/2021	25	$329.25	"$8,132.48"
437	3306	Hand Loved Craft Supplies	WI	Midwest-Alvarez	Printer	Printers	Quarter 2	Second	4/12/2021	4/15/2021	8	$99.99	$789.92
1650	3307	Fuller & Ackerman Publishing	CA	West-Reyes	Printer	Printers	Quarter 1	First	1/23/2021	1/27/2021	9	$99.99	$899.91
288	3308	Whitlocks Auto Supply	ND	Midwest-Alvarez	Television	Audio-Video	Quarter 4	Fourth	10/8/2021	10/12/2021	16	$295.19	"$4,811.60"
1534	3309	Konsili	OK	Southwest-Adams	Video game console	Game Consoles	Quarter 3	Third	8/13/2021	8/13/2021	8	$349.00	"$2,722.20"
438	3310	Luskin's	WI	Midwest-Alvarez	Music player	Audio-Video	Quarter 2	Second	5/21/2021	5/25/2021	23	$134.99	"$3,118.27"
556	3311	My Footprint Sports	MA	Northeast-Carter	Laptop	Computers	Quarter 4	Fourth	11/14/2021	11/16/2021	6	$329.25	"$2,041.35"
401	3312	The Wall	SD	Midwest-Tucker	Bluetooth speaker	Audio-Video	Quarter 1	First	2/16/2021	2/16/2021	14	$154.95	"$2,138.31"
1317	3313	Balanced Fortune	SC	Southeast-Mason	Bluetooth speaker	Audio-Video	Quarter 3	Third	8/17/2021	8/23/2021	7	$154.95	"$1,022.67"
1865	3314	Infinite Wealth	NV	West-Reyes	Printer	Printers	Quarter 1	First	3/31/2021	4/2/2021	25	$99.99	"$2,469.75"
1535	3315	Richland State College at Greene City	OK	Southwest-Adams	Printer	Printers	Quarter 2	Second	4/19/2021	4/23/2021	10	$99.99	$949.91
726	3316	Franklin Simon	NJ	Northeast-Carter	Mobile phone	Cameras and Phones	Quarter 1	First	3/9/2021	3/13/2021	16	$285.99	"$4,633.04"
1005	3317	Cala Foods	AL	Southeast-Mason	Laptop	Computers	Quarter 2	Second	4/24/2021	4/25/2021	24	$329.25	"$7,770.30"
557	3318	The Wall	MA	Northeast-Carter	Laptop	Computers	Quarter 3	Third	7/7/2021	7/10/2021	23	$329.25	"$7,441.05"
966	3319	Mr. Steak	WA	NorthWest-Barnes	Bluetooth speaker	Audio-Video	Quarter 4	Fourth	12/17/2021	12/21/2021	19	$154.95	"$2,882.07"
1824	3320	Pointers	MT	West-Reyes	Music player	Audio-Video	Quarter 1	First	2/18/2021	2/18/2021	18	$134.99	"$2,443.32"
727	3321	Rudison Technologies	NJ	Northeast-Carter	Laptop	Computers	Quarter 4	Fourth	10/19/2021	10/19/2021	6	$329.25	"$1,876.73"
1380	3322	Waccamaw Pottery	VA	Southeast-Mason	Bluetooth speaker	Audio-Video	Quarter 2	Second	6/9/2021	6/12/2021	20	$154.95	"$3,083.51"
679	3323	Burger Chef	NH	Northeast-Price	Camera	Cameras and Phones	Quarter 3	Third	7/18/2021	7/20/2021	23	$299.00	"$6,817.20"
1825	3324	Infinite Wealth	MT	West-Reyes	Printer	Printers	Quarter 1	First	2/27/2021	2/27/2021	11	$99.99	"$1,109.89"
1381	3325	Greene City National Bank	VA	Southeast-Mason	Camera	Cameras and Phones	Quarter 2	Second	6/19/2021	6/25/2021	15	$299.00	"$4,485.00"
1212	3326	Quest Technology Service	LA	Southeast-Oliver	Laptop	Computers	Quarter 3	Third	7/19/2021	7/20/2021	8	$329.25	"$2,535.23"
852	3327	Realty Zone	RI	Northeast-Price	Bluetooth speaker	Audio-Video	Quarter 3	Third	7/17/2021	7/21/2021	5	$154.95	$774.75
326	3328	Burger Chef	NE	Midwest-Alvarez	Camera	Cameras and Phones	Quarter 2	Second	6/14/2021	6/17/2021	20	$299.00	"$5,920.20"
648	3329	Cala Foods	ME	Northeast-Carter	Tablet computer	Computers	Quarter 3	Third	7/18/2021	7/18/2021	20	$325.00	"$6,565.00"
879	3330	Music Plus	VT	Northeast-Price	Printer	Printers	Quarter 3	Third	9/27/2021	10/1/2021	21	$99.99	"$2,079.79"
1737	3331	Garden Master	HI	West-Reyes	Camera	Cameras and Phones	Quarter 2	Second	4/11/2021	4/14/2021	14	$299.00	"$4,245.80"
922	3332	Greene City Legal Services	OR	NorthWest-Barnes	Mobile phone	Cameras and Phones	Quarter 3	Third	8/9/2021	8/10/2021	24	$285.99	"$6,749.36"
1536	3333	Raleigh's	OK	Southwest-Adams	Tablet computer	Computers	Quarter 3	Third	8/20/2021	8/24/2021	19	$325.00	"$6,305.00"
439	3334	Bodega Club	WI	Midwest-Alvarez	Television	Audio-Video	Quarter 2	Second	5/4/2021	5/5/2021	12	$295.19	"$3,660.36"
1096	3335	Flagg Bros. Shoes	FL	Southeast-Mason	Printer	Printers	Quarter 1	First	3/10/2021	3/11/2021	10	$99.99	"$1,029.90"
97	3336	Raleigh's	IN	Midwest-Alvarez	Camera	Cameras and Phones	Quarter 4	Fourth	10/12/2021	10/13/2021	15	$299.00	"$4,485.00"
923	3337	Big D Supermarkets	OR	NorthWest-Barnes	Printer	Printers	Quarter 3	Third	7/8/2021	7/10/2021	19	$99.99	"$1,919.81"
853	3338	Richland State College at Greene City	RI	Northeast-Price	Camera	Cameras and Phones	Quarter 2	Second	4/22/2021	4/28/2021	14	$299.00	"$4,275.70"
1940	3339	Thorofare	WY	West-Reyes	Printer	Printers	Quarter 4	Fourth	10/20/2021	10/26/2021	10	$99.99	"$1,039.90"
1097	3340	Garden Master	FL	Southeast-Oliver	Camera	Cameras and Phones	Quarter 4	Fourth	12/19/2021	12/22/2021	17	$299.00	"$5,202.60"
1006	3341	Helios Air	AL	Southeast-Mason	Tablet computer	Computers	Quarter 3	Third	9/13/2021	9/14/2021	17	$325.00	"$5,427.50"
1007	3342	Rudison Technologies	AL	Southeast-Mason	Mobile phone	Cameras and Phones	Quarter 3	Third	7/29/2021	8/4/2021	8	$285.99	"$2,230.72"
1651	3343	Quest Technology Service	CA	West-Reyes	Mobile phone	Cameras and Phones	Quarter 2	Second	4/6/2021	4/10/2021	20	$285.99	"$5,834.20"
203	3344	Network Air	MN	Midwest-Alvarez	Video game console	Game Consoles	Quarter 1	First	2/20/2021	2/20/2021	14	$349.00	"$4,816.20"
1866	3345	Asiatic Solutions	NV	West-Reyes	Printer	Printers	Quarter 3	Third	9/1/2021	9/3/2021	12	$99.99	"$1,169.88"
243	3346	Helios Air	MO	Midwest-Alvarez	Laptop	Computers	Quarter 1	First	1/7/2021	1/7/2021	14	$329.25	"$4,708.28"
1098	3347	Hudson's MensWear	FL	Southeast-Mason	Laptop	Computers	Quarter 3	Third	8/4/2021	8/4/2021	20	$329.25	"$6,683.78"
365	3348	Olson's Market	OH	Midwest-Tucker	Television	Audio-Video	Quarter 1	First	2/10/2021	2/13/2021	7	$295.19	"$2,066.33"
1213	3349	Smitty's Marketplace	LA	Southeast-Mason	Camera	Cameras and Phones	Quarter 4	Fourth	11/26/2021	12/1/2021	19	$299.00	"$5,591.30"
558	3350	Mr. Steak	MA	Northeast-Price	Television	Audio-Video	Quarter 4	Fourth	12/1/2021	12/5/2021	16	$295.19	"$4,811.60"
813	3351	John Plain	PA	Northeast-Price	Music player	Audio-Video	Quarter 1	First	3/12/2021	3/17/2021	23	$134.99	"$3,145.27"
244	3352	Thorofare	MO	Midwest-Tucker	Video game console	Game Consoles	Quarter 4	Fourth	11/10/2021	11/10/2021	6	$349.00	"$2,094.00"
19	3353	CSK Auto	IA	Midwest-Alvarez	Music player	Audio-Video	Quarter 1	First	2/19/2021	2/19/2021	25	$134.99	"$3,374.75"
480	3354	Waccamaw Pottery	CT	Northeast-Price	Bluetooth speaker	Audio-Video	Quarter 2	Second	4/26/2021	4/30/2021	10	$154.95	"$1,611.48"
1175	3355	Knockout Kickboxing	KY	Southeast-Oliver	Laptop	Computers	Quarter 2	Second	4/8/2021	4/13/2021	21	$329.25	"$6,914.25"
168	3356	Planetbiz	MI	Midwest-Tucker	Mobile phone	Cameras and Phones	Quarter 1	First	3/12/2021	3/15/2021	9	$285.99	"$2,459.51"
55	3357	Franklin Simon	IL	Midwest-Alvarez	Camera	Cameras and Phones	Quarter 2	Second	5/20/2021	5/20/2021	14	$299.00	"$4,066.40"
1048	3358	John Plain	AR	Southeast-Oliver	Television	Audio-Video	Quarter 2	Second	6/30/2021	7/1/2021	21	$295.19	"$6,110.43"
1456	3359	National Hardgoods Distributors	AZ	Southwest-Adams	Bluetooth speaker	Audio-Video	Quarter 1	First	2/26/2021	2/26/2021	20	$154.95	"$3,145.49"
169	3360	Cardinal Stores	MI	Midwest-Alvarez	Video game console	Game Consoles	Quarter 2	Second	5/8/2021	5/10/2021	8	$349.00	"$2,757.10"
559	3361	Balanced Fortune	MA	Northeast-Carter	Printer	Printers	Quarter 2	Second	5/23/2021	5/24/2021	7	$99.99	$689.93
1826	3362	Network Air	MT	West-Reyes	Music player	Audio-Video	Quarter 4	Fourth	12/12/2021	12/18/2021	12	$134.99	"$1,660.38"
1250	3363	Rite Solution	MS	Southeast-Oliver	Camera	Cameras and Phones	Quarter 4	Fourth	10/29/2021	10/29/2021	11	$299.00	"$3,318.90"
1537	3364	Sea-Zones Greeting Card Company	OK	Southwest-Adams	Bluetooth speaker	Audio-Video	Quarter 2	Second	5/3/2021	5/7/2021	23	$154.95	"$3,579.35"
1941	3365	A Plus Lawn Care	WY	West-Reyes	Camera	Cameras and Phones	Quarter 1	First	3/3/2021	3/8/2021	11	$299.00	"$3,289.00"
967	3366	Skaggs-Alpha Beta	WA	NorthWest-Barnes	Printer	Printers	Quarter 4	Fourth	10/15/2021	10/18/2021	24	$99.99	"$2,389.76"
481	3367	Konsili	CT	Northeast-Carter	Video game console	Game Consoles	Quarter 1	First	3/21/2021	3/25/2021	15	$349.00	"$5,269.90"
245	3368	Pointers	MO	Midwest-Alvarez	Laptop	Computers	Quarter 1	First	2/1/2021	2/7/2021	22	$329.25	"$7,276.43"
880	3369	Planetbiz	VT	Northeast-Carter	Video game console	Game Consoles	Quarter 1	First	1/7/2021	1/8/2021	21	$349.00	"$7,363.90"
20	3370	Mixed Messages Media	IA	Midwest-Alvarez	Music player	Audio-Video	Quarter 1	First	3/9/2021	3/9/2021	9	$134.99	"$1,228.41"
649	3371	Waccamaw Pottery	ME	Northeast-Carter	Music player	Audio-Video	Quarter 3	Third	7/13/2021	7/14/2021	18	$134.99	"$2,389.32"
1134	3372	Garden Master	GA	Southeast-Oliver	Laptop	Computers	Quarter 4	Fourth	11/27/2021	11/29/2021	12	$329.25	"$3,885.15"
1612	3373	Olson's Market	AK	West-Reyes	Laptop	Computers	Quarter 2	Second	6/15/2021	6/19/2021	6	$329.25	"$1,843.80"
1008	3374	National Hardgoods Distributors	AL	Southeast-Mason	Television	Audio-Video	Quarter 2	Second	4/7/2021	4/10/2021	20	$295.19	"$5,933.32"
482	3375	Perisolution	CT	Northeast-Price	Bluetooth speaker	Audio-Video	Quarter 3	Third	7/21/2021	7/21/2021	15	$154.95	"$2,277.77"
1942	3376	Olson's Market	WY	West-Reyes	Bluetooth speaker	Audio-Video	Quarter 3	Third	7/2/2021	7/7/2021	14	$154.95	"$2,091.83"
1288	3377	Waccamaw Pottery	NC	Southeast-Mason	Laptop	Computers	Quarter 4	Fourth	10/23/2021	10/27/2021	6	$329.25	"$1,810.88"
1613	3378	A Plus Lawn Care	AK	West-Reyes	Bluetooth speaker	Audio-Video	Quarter 3	Third	8/24/2021	8/26/2021	15	$154.95	"$2,370.74"
1500	3379	Fuller & Ackerman Publishing	NM	Southwest-Adams	Video game console	Game Consoles	Quarter 2	Second	6/12/2021	6/16/2021	21	$349.00	"$7,363.90"
1538	3380	Smitty's Marketplace	OK	Southwest-Adams	Bluetooth speaker	Audio-Video	Quarter 2	Second	6/1/2021	6/6/2021	13	$154.95	"$1,952.37"
968	3381	Planetbiz	WA	NorthWest-Barnes	Video game console	Game Consoles	Quarter 3	Third	8/20/2021	8/24/2021	12	$349.00	"$4,327.60"
1415	3382	Coconut's	WV	Southeast-Oliver	Music player	Audio-Video	Quarter 4	Fourth	12/26/2021	12/31/2021	22	$134.99	"$3,010.28"
1416	3383	Big D Supermarkets	WV	Southeast-Mason	Music player	Audio-Video	Quarter 2	Second	5/30/2021	6/4/2021	15	$134.99	"$2,024.85"
1417	3384	Burger Chef	WV	Southeast-Oliver	Camera	Cameras and Phones	Quarter 3	Third	9/1/2021	9/5/2021	18	$299.00	"$5,232.50"
204	3385	Best Products	MN	Midwest-Alvarez	Bluetooth speaker	Audio-Video	Quarter 4	Fourth	11/8/2021	11/14/2021	13	$154.95	"$1,967.87"
1827	3386	Hexa Web Hosting	MT	West-Reyes	Bluetooth speaker	Audio-Video	Quarter 1	First	2/10/2021	2/15/2021	22	$154.95	"$3,331.43"
1697	3387	Bit by Bit Fitness	CO	West-Reyes	Laptop	Computers	Quarter 1	First	3/14/2021	3/20/2021	15	$329.25	"$5,070.45"
1348	3388	Chloe Community Gallery and Workshop	TN	Southeast-Oliver	Bluetooth speaker	Audio-Video	Quarter 4	Fourth	10/21/2021	10/25/2021	9	$154.95	"$1,363.56"
327	3389	Hudson's MensWear	NE	Midwest-Tucker	Printer	Printers	Quarter 3	Third	7/18/2021	7/24/2021	9	$99.99	$899.91
924	3390	Cardinal Stores	OR	NorthWest-Barnes	Printer	Printers	Quarter 4	Fourth	10/4/2021	10/8/2021	15	$99.99	"$1,509.85"
560	3391	Perisolution	MA	Northeast-Price	Bluetooth speaker	Audio-Video	Quarter 4	Fourth	10/27/2021	10/28/2021	10	$154.95	"$1,549.50"
561	3392	Hand Loved Craft Supplies	MA	Northeast-Carter	Tablet computer	Computers	Quarter 4	Fourth	11/7/2021	11/12/2021	5	$325.00	"$1,657.50"
134	3393	National Hardgoods Distributors	KS	Midwest-Alvarez	Camera	Cameras and Phones	Quarter 3	Third	8/14/2021	8/16/2021	10	$299.00	"$2,870.40"
1912	3394	Ecofriendly Sporting	UT	West-Reyes	Music player	Audio-Video	Quarter 3	Third	7/4/2021	7/9/2021	8	$134.99	"$1,025.92"
650	3395	Hand Loved Craft Supplies	ME	Northeast-Carter	Television	Audio-Video	Quarter 4	Fourth	12/2/2021	12/5/2021	16	$295.19	"$4,811.60"
1214	3396	Bit by Bit Fitness	LA	Southeast-Oliver	Music player	Audio-Video	Quarter 1	First	3/19/2021	3/19/2021	20	$134.99	"$2,753.80"
1501	3397	Pointers	NM	Southwest-Adams	Tablet computer	Computers	Quarter 2	Second	5/17/2021	5/21/2021	21	$325.00	"$6,955.00"
1614	3398	Rite Solution	AK	West-Reyes	Mobile phone	Cameras and Phones	Quarter 2	Second	5/29/2021	5/31/2021	19	$285.99	"$5,348.01"
1652	3399	Knockout Kickboxing	CA	West-Reyes	Mobile phone	Cameras and Phones	Quarter 1	First	3/28/2021	4/3/2021	23	$285.99	"$6,577.77"
205	3400	Music Plus	MN	Midwest-Alvarez	Camera	Cameras and Phones	Quarter 4	Fourth	10/25/2021	10/29/2021	14	$299.00	"$4,126.20"
1943	3401	Cala Foods	WY	West-Reyes	Laptop	Computers	Quarter 4	Fourth	10/4/2021	10/4/2021	25	$329.25	"$8,132.48"
1502	3402	Raleigh's	NM	Southwest-Adams	Television	Audio-Video	Quarter 1	First	2/16/2021	2/17/2021	24	$295.19	"$6,996.00"
289	3403	Compact Disc Center	ND	Midwest-Alvarez	Laptop	Computers	Quarter 2	Second	5/31/2021	5/31/2021	23	$329.25	"$7,441.05"
518	3404	Hexa Web Hosting	DE	Northeast-Carter	Music player	Audio-Video	Quarter 2	Second	6/16/2021	6/17/2021	16	$134.99	"$2,159.84"
600	3405	Hexa Web Hosting	MD	Northeast-Price	Bluetooth speaker	Audio-Video	Quarter 3	Third	7/13/2021	7/19/2021	8	$154.95	"$1,255.10"
1615	3406	Infinite Wealth	AK	West-Reyes	Mobile phone	Cameras and Phones	Quarter 3	Third	9/3/2021	9/8/2021	19	$285.99	"$5,519.61"
969	3407	Chloe Community Gallery and Workshop	WA	NorthWest-Barnes	Television	Audio-Video	Quarter 1	First	1/6/2021	1/8/2021	20	$295.19	"$5,933.32"
1176	3408	Compact Disc Center	KY	Southeast-Mason	Music player	Audio-Video	Quarter 2	Second	4/6/2021	4/6/2021	20	$134.99	"$2,726.80"
1913	3409	Raleigh's	UT	West-Reyes	Laptop	Computers	Quarter 3	Third	9/26/2021	10/1/2021	22	$329.25	"$7,111.80"
1944	3410	National Hardgoods Distributors	WY	West-Reyes	Mobile phone	Cameras and Phones	Quarter 4	Fourth	11/14/2021	11/19/2021	21	$285.99	"$6,005.79"
1215	3411	National Hardgoods Distributors	LA	Southeast-Oliver	Laptop	Computers	Quarter 2	Second	4/6/2021	4/7/2021	21	$329.25	"$6,980.10"
970	3412	Pointers	WA	NorthWest-Barnes	Laptop	Computers	Quarter 1	First	1/15/2021	1/17/2021	15	$329.25	"$5,070.45"
290	3413	The Wall	ND	Midwest-Alvarez	Television	Audio-Video	Quarter 2	Second	5/1/2021	5/3/2021	16	$295.19	"$4,811.60"
1049	3414	Little Tavern	AR	Southeast-Mason	Television	Audio-Video	Quarter 4	Fourth	12/11/2021	12/11/2021	18	$295.19	"$5,401.98"
21	3415	Kessel Food Market	IA	Midwest-Tucker	Printer	Printers	Quarter 3	Third	8/29/2021	9/1/2021	18	$99.99	"$1,799.82"
135	3416	Coconut's	KS	Midwest-Alvarez	Television	Audio-Video	Quarter 2	Second	4/26/2021	5/1/2021	22	$295.19	"$6,494.18"
22	3417	Cardinal Stores	IA	Midwest-Alvarez	Video game console	Game Consoles	Quarter 2	Second	5/19/2021	5/23/2021	8	$349.00	"$2,652.40"
1653	3418	12PointFont	CA	West-Reyes	Music player	Audio-Video	Quarter 1	First	3/12/2021	3/14/2021	19	$134.99	"$2,591.81"
601	3419	Mr. Steak	MD	Northeast-Carter	Television	Audio-Video	Quarter 2	Second	4/27/2021	5/2/2021	11	$295.19	"$3,158.53"
925	3420	CSK Auto	OR	NorthWest-Barnes	Tablet computer	Computers	Quarter 3	Third	7/10/2021	7/12/2021	16	$325.00	"$5,232.50"
1457	3421	Rite Solution	AZ	Southwest-Adams	Printer	Printers	Quarter 2	Second	6/21/2021	6/25/2021	24	$99.99	"$2,409.76"
1503	3422	Luskin's	NM	Southwest-Adams	Tablet computer	Computers	Quarter 3	Third	9/2/2021	9/7/2021	24	$325.00	"$7,930.00"
1738	3423	Patterson-Fletcher	HI	West-Reyes	Music player	Audio-Video	Quarter 2	Second	6/10/2021	6/14/2021	24	$134.99	"$3,199.26"
1099	3424	Franklin Simon	FL	Southeast-Oliver	Music player	Audio-Video	Quarter 4	Fourth	10/27/2021	10/28/2021	9	$134.99	"$1,147.42"
777	3425	Big D Supermarkets	NY	Northeast-Price	Bluetooth speaker	Audio-Video	Quarter 3	Third	9/10/2021	9/15/2021	18	$154.95	"$2,835.59"
1458	3426	Coconut's	AZ	Southwest-Adams	Printer	Printers	Quarter 1	First	1/23/2021	1/27/2021	12	$99.99	"$1,199.88"
971	3427	Rossi Auto Parts	WA	NorthWest-Barnes	Camera	Cameras and Phones	Quarter 4	Fourth	12/29/2021	12/31/2021	9	$299.00	"$2,661.10"
483	3428	Earthworks Yard Maintenance	CT	Northeast-Carter	Tablet computer	Computers	Quarter 1	First	3/26/2021	4/1/2021	20	$325.00	"$6,402.50"
1349	3429	Smitty's Marketplace	TN	Southeast-Oliver	Laptop	Computers	Quarter 1	First	3/13/2021	3/19/2021	18	$329.25	"$5,926.50"
1867	3430	The Record Shops at TSS	NV	West-Reyes	Television	Audio-Video	Quarter 4	Fourth	10/26/2021	10/29/2021	17	$295.19	"$4,870.64"
23	3431	Greene City BBQ Kitchen	IA	Midwest-Tucker	Mobile phone	Cameras and Phones	Quarter 3	Third	9/8/2021	9/11/2021	7	$285.99	"$2,059.13"
1318	3432	Hudson's MensWear	SC	Southeast-Oliver	Television	Audio-Video	Quarter 4	Fourth	11/8/2021	11/14/2021	18	$295.19	"$5,372.46"
366	3433	My Footprint Sports	OH	Midwest-Alvarez	Television	Audio-Video	Quarter 4	Fourth	12/2/2021	12/5/2021	21	$295.19	"$6,198.99"
367	3434	Asiatic Solutions	OH	Midwest-Alvarez	Mobile phone	Cameras and Phones	Quarter 3	Third	9/5/2021	9/5/2021	8	$285.99	"$2,373.72"
1739	3435	The Family Sing Center	HI	West-Reyes	Tablet computer	Computers	Quarter 1	First	3/13/2021	3/13/2021	9	$325.00	"$2,957.50"
728	3436	Richland State College at Greene City	NJ	Northeast-Carter	Camera	Cameras and Phones	Quarter 2	Second	5/23/2021	5/25/2021	21	$299.00	"$6,249.10"
1216	3437	Patterson-Fletcher	LA	Southeast-Mason	Camera	Cameras and Phones	Quarter 1	First	2/13/2021	2/14/2021	17	$299.00	"$4,993.30"
1009	3438	Flagg Bros. Shoes	AL	Southeast-Oliver	Bluetooth speaker	Audio-Video	Quarter 3	Third	9/25/2021	9/29/2021	13	$154.95	"$1,998.86"
881	3439	Thorofare	VT	Northeast-Carter	Mobile phone	Cameras and Phones	Quarter 4	Fourth	12/28/2021	12/31/2021	24	$285.99	"$6,978.16"
328	3440	Greene City National Bank	NE	Midwest-Alvarez	Printer	Printers	Quarter 4	Fourth	11/15/2021	11/19/2021	22	$99.99	"$2,159.78"
136	3441	Hudson's MensWear	KS	Midwest-Alvarez	Laptop	Computers	Quarter 3	Third	8/12/2021	8/12/2021	11	$329.25	"$3,621.75"
680	3442	John Plain	NH	Northeast-Carter	Laptop	Computers	Quarter 4	Fourth	12/21/2021	12/21/2021	13	$329.25	"$4,247.33"
1914	3443	Infinite Wealth	UT	West-Reyes	Printer	Printers	Quarter 4	Fourth	10/22/2021	10/23/2021	11	$99.99	"$1,049.90"
1828	3444	Quality Realty Service	MT	West-Reyes	Bluetooth speaker	Audio-Video	Quarter 2	Second	5/11/2021	5/12/2021	24	$154.95	"$3,749.79"
329	3445	Raleigh's	NE	Midwest-Tucker	Bluetooth speaker	Audio-Video	Quarter 2	Second	5/19/2021	5/25/2021	23	$154.95	"$3,563.85"
681	3446	National Hardgoods Distributors	NH	Northeast-Carter	Television	Audio-Video	Quarter 4	Fourth	12/31/2021	1/2/2020	12	$295.19	"$3,542.28"
1217	3447	Rustler Steak House	LA	Southeast-Oliver	Mobile phone	Cameras and Phones	Quarter 1	First	3/11/2021	3/15/2021	16	$285.99	"$4,518.64"
1418	3448	Chloe Community Gallery and Workshop	WV	Southeast-Mason	Television	Audio-Video	Quarter 2	Second	4/27/2021	4/30/2021	18	$295.19	"$5,342.94"
1539	3449	Little Tavern	OK	Southwest-Adams	Tablet computer	Computers	Quarter 1	First	3/25/2021	3/27/2021	22	$325.00	"$7,280.00"
1577	3450	Rustler Steak House	TX	Southwest-Adams	Mobile phone	Cameras and Phones	Quarter 2	Second	6/1/2021	6/4/2021	7	$285.99	"$1,887.53"
1829	3451	National Auto Parts	MT	West-Reyes	Television	Audio-Video	Quarter 2	Second	5/3/2021	5/7/2021	25	$295.19	"$7,291.19"
682	3452	Garden Master	NH	Northeast-Carter	Laptop	Computers	Quarter 1	First	2/28/2021	3/5/2021	12	$329.25	"$4,016.85"
246	3453	Rite Solution	MO	Midwest-Alvarez	Video game console	Game Consoles	Quarter 4	Fourth	12/22/2021	12/25/2021	10	$349.00	"$3,629.60"
1010	3454	The Family Sing Center	AL	Southeast-Oliver	Mobile phone	Cameras and Phones	Quarter 2	Second	5/1/2021	5/2/2021	23	$285.99	"$6,463.37"
56	3455	Greene City BBQ Kitchen	IL	Midwest-Tucker	Laptop	Computers	Quarter 3	Third	9/23/2021	9/24/2021	16	$329.25	"$5,136.30"
330	3456	Planetbiz	NE	Midwest-Tucker	Tablet computer	Computers	Quarter 2	Second	6/26/2021	6/29/2021	25	$325.00	"$8,027.50"
1050	3457	Greene City National Bank	AR	Southeast-Mason	Printer	Printers	Quarter 2	Second	5/30/2021	5/30/2021	25	$99.99	"$2,489.75"
1251	3458	Waccamaw Pottery	MS	Southeast-Mason	Bluetooth speaker	Audio-Video	Quarter 2	Second	5/21/2021	5/21/2021	19	$154.95	"$2,990.54"
291	3459	Infinite Wealth	ND	Midwest-Alvarez	Mobile phone	Cameras and Phones	Quarter 4	Fourth	10/26/2021	10/29/2021	9	$285.99	"$2,602.51"
484	3460	Waccamaw Pottery	CT	Northeast-Price	Laptop	Computers	Quarter 1	First	2/5/2021	2/9/2021	9	$329.25	"$2,996.18"
1459	3461	Bodega Club	AZ	Southwest-Adams	Printer	Printers	Quarter 3	Third	9/23/2021	9/26/2021	23	$99.99	"$2,289.77"
729	3462	Quest Technology Service	NJ	Northeast-Carter	Tablet computer	Computers	Quarter 2	Second	5/14/2021	5/16/2021	24	$325.00	"$7,930.00"
683	3463	Chloe Community Gallery and Workshop	NH	Northeast-Carter	Music player	Audio-Video	Quarter 2	Second	6/6/2021	6/12/2021	24	$134.99	"$3,280.26"
1135	3464	Luskin's	GA	Southeast-Oliver	Music player	Audio-Video	Quarter 3	Third	8/21/2021	8/24/2021	6	$134.99	$796.44
602	3465	Earthworks Yard Maintenance	MD	Northeast-Price	Television	Audio-Video	Quarter 4	Fourth	10/1/2021	10/7/2021	11	$295.19	"$3,276.61"
1578	3466	A Plus Lawn Care	TX	Southwest-Adams	Printer	Printers	Quarter 2	Second	6/6/2021	6/8/2021	7	$99.99	$739.93
1698	3467	Hexa Web Hosting	CO	West-Reyes	Camera	Cameras and Phones	Quarter 4	Fourth	12/6/2021	12/6/2021	11	$299.00	"$3,378.70"
1654	3468	Raleigh's	CA	West-Reyes	Mobile phone	Cameras and Phones	Quarter 4	Fourth	12/23/2021	12/28/2021	8	$285.99	"$2,373.72"
440	3469	Big D Supermarkets	WI	Midwest-Alvarez	Television	Audio-Video	Quarter 2	Second	4/3/2021	4/9/2021	7	$295.19	"$2,154.89"
331	3470	Greene City Legal Services	NE	Midwest-Alvarez	Video game console	Game Consoles	Quarter 4	Fourth	12/19/2021	12/20/2021	6	$349.00	"$2,094.00"
603	3471	Bettendorf's	MD	Northeast-Price	Television	Audio-Video	Quarter 2	Second	5/22/2021	5/26/2021	24	$295.19	"$7,173.12"
