ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,athlete_events_sample
15824,Francesco Bruno,M,34,170,65,Italy,ITA,2012 Summer,2012,Summer,London,Shooting,"Shooting Men's Free Pistol, 50 metres",NA,[Table]
15847,Olga Aleksandrovna Brusnikina,F,17,169,55,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,NA,[Table]
15847,Olga Aleksandrovna Brusnikina,F,21,169,55,Russia,RUS,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold,[Table]
15847,Olga Aleksandrovna Brusnikina,F,21,169,55,Russia,RUS,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,[Table]
15847,Olga Aleksandrovna Brusnikina,F,25,169,55,Russia,RUS,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,[Table]
16155,Hugo Budinger,M,25,180,76,Germany,GER,1952 Summer,1952,Summer,Helsinki,Hockey,Hockey Men's Hockey,NA,[Table]
16155,Hugo Budinger,M,29,180,76,Germany,GER,1956 Summer,1956,Summer,Melbourne,Hockey,Hockey Men's Hockey,Bronze,[Table]
16155,Hugo Budinger,M,33,180,76,Germany,GER,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,NA,[Table]
16202,Nataliya Nikolayevna Buga,F,22,160,56,Russia,RUS,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Women's Downhill,NA,[Table]
16202,Nataliya Nikolayevna Buga,F,22,160,56,Russia,RUS,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Women's Super G,NA,[Table]
16202,Nataliya Nikolayevna Buga,F,22,160,56,Russia,RUS,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Women's Giant Slalom,NA,[Table]
16202,Nataliya Nikolayevna Buga,F,22,160,56,Russia,RUS,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Women's Combined,NA,[Table]
16405,Sergey Ivanovich Bulygin,M,20,180,76,Soviet Union,URS,1984 Winter,1984,Winter,Sarajevo,Biathlon,Biathlon Men's 10 kilometres Sprint,NA,[Table]
16405,Sergey Ivanovich Bulygin,M,20,180,76,Soviet Union,URS,1984 Winter,1984,Winter,Sarajevo,Biathlon,Biathlon Men's 20 kilometres,NA,[Table]
16405,Sergey Ivanovich Bulygin,M,20,180,76,Soviet Union,URS,1984 Winter,1984,Winter,Sarajevo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold,[Table]
16594,Sylvia Burka (-Lovell),F,17,170,68,Canada,CAN,1972 Winter,1972,Winter,Sapporo,Speed Skating,Speed Skating Women's 500 metres,NA,[Table]
16594,Sylvia Burka (-Lovell),F,17,170,68,Canada,CAN,1972 Winter,1972,Winter,Sapporo,Speed Skating,"Speed Skating Women's 1,000 metres",NA,[Table]
16594,Sylvia Burka (-Lovell),F,17,170,68,Canada,CAN,1972 Winter,1972,Winter,Sapporo,Speed Skating,"Speed Skating Women's 1,500 metres",NA,[Table]
16594,Sylvia Burka (-Lovell),F,21,170,68,Canada,CAN,1976 Winter,1976,Winter,Innsbruck,Speed Skating,Speed Skating Women's 500 metres,NA,[Table]
16594,Sylvia Burka (-Lovell),F,21,170,68,Canada,CAN,1976 Winter,1976,Winter,Innsbruck,Speed Skating,"Speed Skating Women's 1,000 metres",NA,[Table]
16594,Sylvia Burka (-Lovell),F,21,170,68,Canada,CAN,1976 Winter,1976,Winter,Innsbruck,Speed Skating,"Speed Skating Women's 1,500 metres",NA,[Table]
16594,Sylvia Burka (-Lovell),F,21,170,68,Canada,CAN,1976 Winter,1976,Winter,Innsbruck,Speed Skating,"Speed Skating Women's 3,000 metres",NA,[Table]
16594,Sylvia Burka (-Lovell),F,25,170,68,Canada,CAN,1980 Winter,1980,Winter,Lake Placid,Speed Skating,Speed Skating Women's 500 metres,NA,[Table]
16594,Sylvia Burka (-Lovell),F,25,170,68,Canada,CAN,1980 Winter,1980,Winter,Lake Placid,Speed Skating,"Speed Skating Women's 1,000 metres",NA,[Table]
16594,Sylvia Burka (-Lovell),F,25,170,68,Canada,CAN,1980 Winter,1980,Winter,Lake Placid,Speed Skating,"Speed Skating Women's 1,500 metres",NA,[Table]
16594,Sylvia Burka (-Lovell),F,25,170,68,Canada,CAN,1980 Winter,1980,Winter,Lake Placid,Speed Skating,"Speed Skating Women's 3,000 metres",NA,[Table]
16666,Wilfred Godfrey Thomas Burne,M,25,NA,NA,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Diving,Diving Men's Platform,NA,[Table]
16814,Anet-Jacqueline Buschmann,F,21,180,75,Bulgaria,BUL,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Double Sculls,NA,[Table]
16854,Werner Busse,M,20,175,63,Germany,GER,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Light-Welterweight,NA,[Table]
17080,Ole Byriel (Eriksen-),M,26,184,74,Denmark,DEN,1984 Summer,1984,Summer,Los Angeles,Cycling,"Cycling Men's Road Race, Individual",NA,[Table]
17087,Neal Byrne,M,24,185,80,Ireland,IRL,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,NA,[Table]
17137,Francisco Cabaas Pardo,M,20,NA,NA,Mexico,MEX,1932 Summer,1932,Summer,Los Angeles,Boxing,Boxing Men's Flyweight,Silver,[Table]
17217,Josef ada,M,27,NA,NA,Bohemia,BOH,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,NA,[Table]
17217,Josef ada,M,39,NA,NA,Czechoslovakia,TCH,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,NA,[Table]
17302,Amparo Caicedo Mina,F,23,167,50,Colombia,COL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 100 metres,NA,[Table]
17302,Amparo Caicedo Mina,F,23,167,50,Colombia,COL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,NA,[Table]
17302,Amparo Caicedo Mina,F,23,167,50,Colombia,COL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,NA,[Table]
17323,"Philip Mario ""Phil"" Caira",M,23,165,82,Great Britain,GBR,1956 Summer,1956,Summer,Melbourne,Weightlifting,Weightlifting Men's Light-Heavyweight,NA,[Table]
17323,"Philip Mario ""Phil"" Caira",M,27,165,82,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Weightlifting,Weightlifting Men's Light-Heavyweight,NA,[Table]
17409,Vicente Caldern,M,19,173,70,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Men's Foil, Team",NA,[Table]
17409,Vicente Caldern,M,19,173,70,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Men's Sabre, Individual",NA,[Table]
17409,Vicente Caldern,M,19,173,70,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Men's Sabre, Team",NA,[Table]
17409,Vicente Caldern,M,23,173,70,Mexico,MEX,1972 Summer,1972,Summer,Munich,Fencing,"Fencing Men's Foil, Individual",NA,[Table]
17409,Vicente Caldern,M,23,173,70,Mexico,MEX,1972 Summer,1972,Summer,Munich,Fencing,"Fencing Men's Sabre, Individual",NA,[Table]
17624,George Guthrie Cameron,M,26,NA,NA,United States,USA,1908 Summer,1908,Summer,London,Cycling,Cycling Men's Sprint,NA,[Table]
17624,George Guthrie Cameron,M,26,NA,NA,United States,USA,1908 Summer,1908,Summer,London,Cycling,Cycling Men's Sprint,NA,[Table]
17624,George Guthrie Cameron,M,26,NA,NA,United States,USA,1908 Summer,1908,Summer,London,Cycling,Cycling Men's 20 kilometres,NA,[Table]
17779,Omar Camporese,M,20,188,78,Italy,ITA,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,NA,[Table]
17779,Omar Camporese,M,20,188,78,Italy,ITA,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,NA,[Table]
17779,Omar Camporese,M,24,188,78,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Tennis,Tennis Men's Singles,NA,[Table]
17779,Omar Camporese,M,24,188,78,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Tennis,Tennis Men's Doubles,NA,[Table]
17960,Leopoldo Cantancio,M,21,176,60,Philippines,PHI,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Lightweight,NA,[Table]
17960,Leopoldo Cantancio,M,25,176,60,Philippines,PHI,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Lightweight,NA,[Table]
18118,Benot Pierre Caranobe,M,24,164,60,France,FRA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around,NA,[Table]
18118,Benot Pierre Caranobe,M,24,164,60,France,FRA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,NA,[Table]
18118,Benot Pierre Caranobe,M,24,164,60,France,FRA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Floor Exercise,NA,[Table]
18118,Benot Pierre Caranobe,M,24,164,60,France,FRA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horse Vault,NA,[Table]
18118,Benot Pierre Caranobe,M,24,164,60,France,FRA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Parallel Bars,NA,[Table]
18118,Benot Pierre Caranobe,M,24,164,60,France,FRA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horizontal Bar,NA,[Table]
18118,Benot Pierre Caranobe,M,24,164,60,France,FRA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Rings,NA,[Table]
18118,Benot Pierre Caranobe,M,24,164,60,France,FRA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Pommelled Horse,NA,[Table]
18118,Benot Pierre Caranobe,M,28,164,60,France,FRA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Individual All-Around,Bronze,[Table]
18118,Benot Pierre Caranobe,M,28,164,60,France,FRA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Team All-Around,NA,[Table]
18118,Benot Pierre Caranobe,M,28,164,60,France,FRA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Floor Exercise,NA,[Table]
18118,Benot Pierre Caranobe,M,28,164,60,France,FRA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Horse Vault,NA,[Table]
18118,Benot Pierre Caranobe,M,28,164,60,France,FRA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Parallel Bars,NA,[Table]
18118,Benot Pierre Caranobe,M,28,164,60,France,FRA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Horizontal Bar,NA,[Table]
18118,Benot Pierre Caranobe,M,28,164,60,France,FRA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Rings,NA,[Table]
18118,Benot Pierre Caranobe,M,28,164,60,France,FRA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Pommelled Horse,NA,[Table]
18255,Gustaf Eric Carlberg,M,26,175,NA,Sweden,SWE,1906 Summer,1906,Summer,Athina,Shooting,"Shooting Men's Free Pistol, 25 metres",NA,[Table]
18255,Gustaf Eric Carlberg,M,26,175,NA,Sweden,SWE,1906 Summer,1906,Summer,Athina,Shooting,"Shooting Men's Free Pistol, 50 metres",NA,[Table]
18255,Gustaf Eric Carlberg,M,26,175,NA,Sweden,SWE,1906 Summer,1906,Summer,Athina,Shooting,"Shooting Men's Military Revolver, 1873-1874 Gras Model, 20 metres",NA,[Table]
18255,Gustaf Eric Carlberg,M,26,175,NA,Sweden,SWE,1906 Summer,1906,Summer,Athina,Shooting,"Shooting Men's Military Revolver, 20 metres",NA,[Table]
18255,Gustaf Eric Carlberg,M,26,175,NA,Sweden,SWE,1906 Summer,1906,Summer,Athina,Shooting,Shooting Men's Dueling Pistol Au Vise 20 metres,NA,[Table]
18255,Gustaf Eric Carlberg,M,26,175,NA,Sweden,SWE,1906 Summer,1906,Summer,Athina,Shooting,"Shooting Men's Dueling Pistol Au Commandement, 25 metres",NA,[Table]
18255,Gustaf Eric Carlberg,M,26,175,NA,Sweden,SWE,1906 Summer,1906,Summer,Athina,Shooting,"Shooting Men's Free Rifle, Any Position, 300 metres",NA,[Table]
18255,Gustaf Eric Carlberg,M,26,175,NA,Sweden,SWE,1906 Summer,1906,Summer,Athina,Shooting,"Shooting Men's Military Rifle, Kneeling Or Standing, 300 metres",NA,[Table]
18255,Gustaf Eric Carlberg,M,28,175,NA,Sweden,SWE,1908 Summer,1908,Summer,London,Fencing,"Fencing Men's epee, Individual",NA,[Table]
18255,Gustaf Eric Carlberg,M,28,175,NA,Sweden,SWE,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Free Pistol, 50 yards",NA,[Table]
18255,Gustaf Eric Carlberg,M,28,175,NA,Sweden,SWE,1908 Summer,1908,Summer,London,Fencing,"Fencing Men's epee, Team",NA,[Table]
18255,Gustaf Eric Carlberg,M,28,175,NA,Sweden,SWE,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Free Pistol, 50 yards, Team",NA,[Table]
18255,Gustaf Eric Carlberg,M,28,175,NA,Sweden,SWE,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Small-Bore Rifle, 50 and 100 yards, Team",Silver,[Table]
18255,Gustaf Eric Carlberg,M,28,175,NA,Sweden,SWE,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 yards",NA,[Table]
18255,Gustaf Eric Carlberg,M,28,175,NA,Sweden,SWE,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Small-Bore Rifle, Moving Target, 25 yards",NA,[Table]
18255,Gustaf Eric Carlberg,M,32,175,NA,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Modern Pentathlon,Modern Pentathlon Men's Individual,NA,[Table]
18255,Gustaf Eric Carlberg,M,32,175,NA,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's epee, Team",NA,[Table]
18255,Gustaf Eric Carlberg,M,32,175,NA,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Free Pistol, 50 metres",NA,[Table]
18255,Gustaf Eric Carlberg,M,32,175,NA,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",Silver,[Table]
18255,Gustaf Eric Carlberg,M,32,175,NA,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Dueling Pistol, 30 metres",NA,[Table]
18255,Gustaf Eric Carlberg,M,32,175,NA,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Dueling Pistol, 30 metres, Team",Gold,[Table]
18255,Gustaf Eric Carlberg,M,32,175,NA,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Small-Bore Rifle, Any Position, 50 metres",NA,[Table]
18255,Gustaf Eric Carlberg,M,32,175,NA,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres, Team",Silver,[Table]
18255,Gustaf Eric Carlberg,M,32,175,NA,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres",NA,[Table]
18255,Gustaf Eric Carlberg,M,32,175,NA,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres, Team",Gold,[Table]
18255,Gustaf Eric Carlberg,M,44,175,NA,Sweden,SWE,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",NA,[Table]
18370,Pasquale Carminucci,M,22,163,65,Italy,ITA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Individual All-Around,NA,[Table]
18370,Pasquale Carminucci,M,22,163,65,Italy,ITA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Team All-Around,Bronze,[Table]
18370,Pasquale Carminucci,M,22,163,65,Italy,ITA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Floor Exercise,NA,[Table]
18370,Pasquale Carminucci,M,22,163,65,Italy,ITA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Horse Vault,NA,[Table]
18370,Pasquale Carminucci,M,22,163,65,Italy,ITA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Parallel Bars,NA,[Table]
18370,Pasquale Carminucci,M,22,163,65,Italy,ITA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Horizontal Bar,NA,[Table]
18370,Pasquale Carminucci,M,22,163,65,Italy,ITA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Rings,NA,[Table]
18370,Pasquale Carminucci,M,22,163,65,Italy,ITA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Pommelled Horse,NA,[Table]
18370,Pasquale Carminucci,M,27,163,65,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Individual All-Around,NA,[Table]
18370,Pasquale Carminucci,M,27,163,65,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Team All-Around,NA,[Table]
18370,Pasquale Carminucci,M,27,163,65,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Floor Exercise,NA,[Table]
18370,Pasquale Carminucci,M,27,163,65,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horse Vault,NA,[Table]
18370,Pasquale Carminucci,M,27,163,65,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Parallel Bars,NA,[Table]
18370,Pasquale Carminucci,M,27,163,65,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horizontal Bar,NA,[Table]
18370,Pasquale Carminucci,M,27,163,65,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Rings,NA,[Table]
18370,Pasquale Carminucci,M,27,163,65,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Pommelled Horse,NA,[Table]
18370,Pasquale Carminucci,M,31,163,65,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Individual All-Around,NA,[Table]
18370,Pasquale Carminucci,M,31,163,65,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Team All-Around,NA,[Table]
18370,Pasquale Carminucci,M,31,163,65,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Floor Exercise,NA,[Table]
18370,Pasquale Carminucci,M,31,163,65,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Horse Vault,NA,[Table]
18370,Pasquale Carminucci,M,31,163,65,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Parallel Bars,NA,[Table]
18370,Pasquale Carminucci,M,31,163,65,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Horizontal Bar,NA,[Table]
18370,Pasquale Carminucci,M,31,163,65,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Rings,NA,[Table]
18370,Pasquale Carminucci,M,31,163,65,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Pommelled Horse,NA,[Table]
19301,Franois Celis,M,NA,NA,NA,Belgium,BEL,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Marathon,NA,[Table]
19747,Chang Chao-Chun,M,21,165,62,Chinese Taipei,TPE,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Individual All-Around,NA,[Table]
19747,Chang Chao-Chun,M,21,165,62,Chinese Taipei,TPE,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Floor Exercise,NA,[Table]
19747,Chang Chao-Chun,M,21,165,62,Chinese Taipei,TPE,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horse Vault,NA,[Table]
19747,Chang Chao-Chun,M,21,165,62,Chinese Taipei,TPE,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Parallel Bars,NA,[Table]
19747,Chang Chao-Chun,M,21,165,62,Chinese Taipei,TPE,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horizontal Bar,NA,[Table]
19747,Chang Chao-Chun,M,21,165,62,Chinese Taipei,TPE,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Rings,NA,[Table]
19747,Chang Chao-Chun,M,21,165,62,Chinese Taipei,TPE,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Pommelled Horse,NA,[Table]
19792,Maria del Consuelo Changanaqui de Graet,F,17,159,54,Peru,PER,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Freestyle,NA,[Table]
19792,Maria del Consuelo Changanaqui de Graet,F,17,159,54,Peru,PER,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 400 metres Freestyle,NA,[Table]
19792,Maria del Consuelo Changanaqui de Graet,F,17,159,54,Peru,PER,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Individual Medley,NA,[Table]
19792,Maria del Consuelo Changanaqui de Graet,F,17,159,54,Peru,PER,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 400 metres Individual Medley,NA,[Table]
19825,Chapau,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,NA,[Table]
19833,"Oscar Chaplin, III",M,20,167,81,United States,USA,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Men's Middleweight,NA,[Table]
19833,"Oscar Chaplin, III",M,24,167,81,United States,USA,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Men's Light-Heavyweight,NA,[Table]
19916,Lon Henri Julien Charlier,M,25,NA,NA,Belgium,BEL,1928 Summer,1928,Summer,Amsterdam,Wrestling,"Wrestling Men's Heavyweight, Freestyle",NA,[Table]
19916,Lon Henri Julien Charlier,M,33,NA,NA,Belgium,BEL,1936 Summer,1936,Summer,Berlin,Wrestling,"Wrestling Men's Heavyweight, Freestyle",NA,[Table]
19921,Nancy Margaret Charlton,F,21,167,62,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Women's Hockey,NA,[Table]
19921,Nancy Margaret Charlton,F,25,167,62,Canada,CAN,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Women's Hockey,NA,[Table]
20108,"Chandra Danette Cheeseborough (-Shellman, -Guice)",F,17,165,58,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 100 metres,NA,[Table]
20108,"Chandra Danette Cheeseborough (-Shellman, -Guice)",F,17,165,58,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 200 metres,NA,[Table]
20108,"Chandra Danette Cheeseborough (-Shellman, -Guice)",F,17,165,58,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 4 x 100 metres Relay,NA,[Table]
20108,"Chandra Danette Cheeseborough (-Shellman, -Guice)",F,25,165,58,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 400 metres,Silver,[Table]
20108,"Chandra Danette Cheeseborough (-Shellman, -Guice)",F,25,165,58,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,[Table]
20108,"Chandra Danette Cheeseborough (-Shellman, -Guice)",F,25,165,58,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,[Table]
20116,"Philip ""Phil"" Cheetham",M,21,175,65,Australia,AUS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,NA,[Table]
20116,"Philip ""Phil"" Cheetham",M,21,175,65,Australia,AUS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,NA,[Table]
20116,"Philip ""Phil"" Cheetham",M,21,175,65,Australia,AUS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,NA,[Table]
20116,"Philip ""Phil"" Cheetham",M,21,175,65,Australia,AUS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Parallel Bars,NA,[Table]
20116,"Philip ""Phil"" Cheetham",M,21,175,65,Australia,AUS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar,NA,[Table]
20116,"Philip ""Phil"" Cheetham",M,21,175,65,Australia,AUS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,NA,[Table]
20116,"Philip ""Phil"" Cheetham",M,21,175,65,Australia,AUS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse,NA,[Table]
20232,Chen Li,F,21,165,60,China,CHN,1992 Summer,1992,Summer,Barcelona,Tennis,Tennis Women's Singles,NA,[Table]
20232,Chen Li,F,25,165,60,China,CHN,1996 Summer,1996,Summer,Atlanta,Tennis,Tennis Women's Singles,NA,[Table]
20232,Chen Li,F,25,165,60,China,CHN,1996 Summer,1996,Summer,Atlanta,Tennis,Tennis Women's Doubles,NA,[Table]
20384,Cheng Xiaolei,F,24,167,58,China,CHN,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Women's 1,500 metres",NA,[Table]
20384,Cheng Xiaolei,F,24,167,58,China,CHN,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",NA,[Table]
20460,Gabriel Cheracov Selvin,M,37,NA,NA,Costa Rica,CRC,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA,[Table]
20532,Aleksandr Ivanovich Chervyakov,M,25,180,80,Kazakhstan,KAZ,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 10 kilometres Sprint,NA,[Table]
20532,Aleksandr Ivanovich Chervyakov,M,25,180,80,Kazakhstan,KAZ,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,NA,[Table]
20532,Aleksandr Ivanovich Chervyakov,M,25,180,80,Kazakhstan,KAZ,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 20 kilometres,NA,[Table]
20532,Aleksandr Ivanovich Chervyakov,M,29,180,80,Kazakhstan,KAZ,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 10 kilometres Sprint,NA,[Table]
20532,Aleksandr Ivanovich Chervyakov,M,29,180,80,Kazakhstan,KAZ,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,NA,[Table]
20532,Aleksandr Ivanovich Chervyakov,M,29,180,80,Kazakhstan,KAZ,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 20 kilometres,NA,[Table]
20532,Aleksandr Ivanovich Chervyakov,M,29,180,80,Kazakhstan,KAZ,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,NA,[Table]
